[Gene ID]	[Genomic Sequence ID]	[UniProt ID]	[Entrez Gene ID]	[Gene Name or Symbol]	[Previous ID(s)]	
PF3D7_1321800	Pf3D7_13_v3	Q8IE98	814095	null	PF13_0124	
PF3D7_1321900	Pf3D7_13_v3	Q8IE97	814096	null	PF13_0125	
PF3D7_1322000	Pf3D7_13_v3	Q8IE96	813671	null	MAL13P1.121	
PF3D7_1322100	Pf3D7_13_v3	Q8IE95	813672	SETvs	MAL13P1.122	
PF3D7_1322200	Pf3D7_13_v3	C0H5D0	813674	null	MAL13P1.123, MAL13P1.124	
PF3D7_1322300	Pf3D7_13_v3	Q8IE92	814097	null	PF13_0126	
PF3D7_1322400	Pf3D7_13_v3	Q8IE91	813675	null	MAL13P1.125	
PF3D7_1322500	Pf3D7_13_v3	Q8IE90	813676	DHHC5	MAL13P1.126	
PF3D7_1322600	Pf3D7_13_v3	Q8IE89	814098	null	PF13_0127	
PF3D7_1322700	Pf3D7_13_v3	C0H5D1	813677	null	MAL13P1.127	
PF3D7_1322800	Pf3D7_13_v3	Q8IE87	813678	null	MAL13P1.128	
PF3D7_1322900	Pf3D7_13_v3	C0H5D2	813679	null	MAL13P1.129	
PF3D7_1323000	Pf3D7_13_v3	Q8I6T4	814099	FabZ	PF13_0128	
PF3D7_1323100	Pf3D7_13_v3	Q8IE85	814100	null	PF13_0129	
PF3D7_1323200	Pf3D7_13_v3	Q8IE84	814101	null	PF13_0130	
PF3D7_1323300	Pf3D7_13_v3	Q8IE83	814102	null	PF13_0131	
PF3D7_1323400	Pf3D7_13_v3	Q8IE82	814103	RPL23	PF13_0132	
PF3D7_1323500	Pf3D7_13_v3	Q8I6Z5	814104	PMV	PF13_0133	
PF3D7_1323600	Pf3D7_13_v3	Q8IE81	814105	null	PF13_0134	
PF3D7_1323700	Pf3D7_13_v3	Q8IE80	813681	GAPM1	MAL13P1.130	
PF3D7_1323800	Pf3D7_13_v3	Q8IE79	814106	VPS52	PF13_0135	
PF3D7_1323900	Pf3D7_13_v3	Q8IE78	814107	null	PF13_0136	
PF3D7_1324000	Pf3D7_13_v3	Q8IE77	814108	null	PF13_0137	
PF3D7_1324100	Pf3D7_13_v3	Q8IE76	813682	null	MAL13P1.131	
PF3D7_1324200	Pf3D7_13_v3	Q8IE75	813683	null	MAL13P1.132	
PF3D7_1324300	Pf3D7_13_v3	Q8IE74	813684	null	MAL13P1.133	
PF3D7_1324400	Pf3D7_13_v3	Q8IE73	814109	null	PF13_0138	
PF3D7_1324500	Pf3D7_13_v3	Q8IE72	813685	null	MAL13P1.134	
PF3D7_1324600	Pf3D7_13_v3	Q8IE71	814110	null	PF13_0139	
PF3D7_1324700	Pf3D7_13_v3	C0H5D3	813686	YKT6.2	MAL13P1.135	
PF3D7_1324800	Pf3D7_13_v3	Q8IE69	814111	DHFS-FPGS	PF13_0140	
PF3D7_1324900	Pf3D7_13_v3	Q76NM3	814112	LDH	PF13_0141	
PF3D7_1325000	Pf3D7_13_v3	Q8IE68	814113	LSM6	PF13_0142	
PF3D7_1325100	Pf3D7_13_v3	Q8IE67	814114	null	PF13_0143	
PF3D7_1325200	Pf3D7_13_v3	Q8IE66	814115	null	PF13_0144	
PF3D7_1325300	Pf3D7_13_v3	C0H5D4	9222025	null	PF13_0144a	
PF3D7_1325400	Pf3D7_13_v3	Q8IE65	813687	null	MAL13P1.137, PF13_0145	
PF3D7_1325500	Pf3D7_13_v3	Q8IE64	813688	null	MAL13P1.138	
PF3D7_1325600	Pf3D7_13_v3	Q8IE63	813689	FIS1	MAL13P1.139	
PF3D7_1325700	Pf3D7_13_v3	C0H5D5	9221977	null	MAL13P1.139a	
PF3D7_1325800	Pf3D7_13_v3	Q8IE62	814116	null	PF13_0146	
PF3D7_1325900	Pf3D7_13_v3	C0H5D6	813691	null	MAL13P1.140	
PF3D7_1326000	Pf3D7_13_v3	Q8IE60	813692	null	MAL13P1.141	
PF3D7_1326100	Pf3D7_13_v3	Q8IE59	813693	null	MAL13P1.142	
PF3D7_1326200	Pf3D7_13_v3	Q8IE58	813694	null	MAL13P1.550	
PF3D7_1326300	Pf3D7_13_v3	Q8IE57	814117	null	PF13_0147	
PF3D7_1326400	Pf3D7_13_v3	C0H5D7	813695	null	MAL13P1.144	
PF3D7_1326500	Pf3D7_13_v3	C0H5D8	813696	null	MAL13P1.145	
PF3D7_1326600	Pf3D7_13_v3	C0H5D9	814118	null	PF13_0148	
PF3D7_1326700	Pf3D7_13_v3	C0H5E0	9222013	null	MAL13P1.360	
PF3D7_1326800	Pf3D7_13_v3	C0H5E1	9221984	SYN18	MAL13P1.365	
PF3D7_1326900	Pf3D7_13_v3	C0H5E2	9222026	null	MAL13P1.370	
PF3D7_1327000	Pf3D7_13_v3	C0H5E3	813707	null	MAL13P1.155	
PF3D7_1327100	Pf3D7_13_v3	C0H5E4	813706	null	MAL13P1.154	
PF3D7_1327200	Pf3D7_13_v3	Q8IE34	813705	null	MAL13P1.153	
PF3D7_1327300	Pf3D7_13_v3	Q8IE35	814131	null	PF13_0161	
PF3D7_1327400	Pf3D7_13_v3	Q8IE36	814130	null	PF13_0160	
PF3D7_1327500	Pf3D7_13_v3	C0H5E5	813704	null	MAL13P1.152	
PF3D7_1327600	Pf3D7_13_v3	Q8IE38	814129	NMNAT	2008.m00035, PF13_0159	
PF3D7_1327700	Pf3D7_13_v3	Q8IE39	814128	UPF3B	PF13_0158	
PF3D7_1327800	Pf3D7_13_v3	Q8IE40	814127	null	PF13_0157	
PF3D7_1327900	Pf3D7_13_v3	null	null	null	PF13_0156a	
PF3D7_1328000	Pf3D7_13_v3	Q8IE41	813703	null	MAL13P1.151	
PF3D7_1328100	Pf3D7_13_v3	Q8I6T3	814126	null	PF13_0156	
PF3D7_1328200	Pf3D7_13_v3	Q8IE42	814125	null	PF13_0155	
PF3D7_1328300	Pf3D7_13_v3	Q8IE43	814124	null	PF13_0154	
PF3D7_1328400	Pf3D7_13_v3	C0H5E6	813702	null	MAL13P1.150	
PF3D7_1328500	Pf3D7_13_v3	Q8IE45	814123	null	PF13_0153	
PF3D7_1328600	Pf3D7_13_v3	C0H5E7	813700	null	MAL13P1.149	
PF3D7_1328700	Pf3D7_13_v3	null	null	null	PF3D7_13_RUF1, PF3D7_13_RUF1.1	
PF3D7_1328800	Pf3D7_13_v3	Q8IE47	814122	SIR2A	PF13_0152	
PF3D7_1328900	Pf3D7_13_v3	Q8IE48	814121	null	PF13_0151	
PF3D7_1329000	Pf3D7_13_v3	Q8IE49	814120	null	PF13_0150	
PF3D7_1329100	Pf3D7_13_v3	Q8IE50	813699	MyoC	MAL13P1.148	
PF3D7_1329200	Pf3D7_13_v3	Q8IE51	813698	null	MAL13P1.147	
PF3D7_1329300	Pf3D7_13_v3	Q8IE52	814119	null	PF13_0149	
PF3D7_1329400	Pf3D7_13_v3	Q8IE53	813697	null	MAL13P1.146	
PF3D7_1329500	Pf3D7_13_v3	Q8IE31	814132	null	PF13_0162	
PF3D7_1329600	Pf3D7_13_v3	Q8IE30	814133	null	PF13_0163	
PF3D7_1329700	Pf3D7_13_v3	Q8IE29	813708	ACBP1	MAL13P1.156	
PF3D7_1329800	Pf3D7_13_v3	Q8IE28	813709	null	MAL13P1.157	
PF3D7_1329900	Pf3D7_13_v3	C0H5E8	813710	null	MAL13P1.158	
PF3D7_1330000.1	Pf3D7_13_v3	Q8IE26	813711	null	MAL13P1.159	
PF3D7_1330000.2	Pf3D7_13_v3	null	null	null	MAL13P1.159	
PF3D7_1330100	Pf3D7_13_v3	Q8IE25	813713	null	MAL13P1.160	
PF3D7_1330200	Pf3D7_13_v3	Q8IE24	813714	null	MAL13P1.161	
PF3D7_1330300	Pf3D7_13_v3	C0H5E9	813715	null	MAL13P1.162	
PF3D7_1330400.1	Pf3D7_13_v3	Q8IE22	813716	null	MAL13P1.163	
PF3D7_1330400.2	Pf3D7_13_v3	null	null	null	MAL13P1.163	
PF3D7_1330500	Pf3D7_13_v3	Q8IE21	814134	null	PF13_0164	
PF3D7_1330600	Pf3D7_13_v3	Q8IE20	813717	null	MAL13P1.164	
PF3D7_1330700	Pf3D7_13_v3	Q8IE19	813718	null	MAL13P1.165	
PF3D7_1330800	Pf3D7_13_v3	Q8IE18	814135	null	PF13_0165	
PF3D7_1330900	Pf3D7_13_v3	null	null	null	PF3D7_13_snoR17, PF3D7_13_snoR17.1	
PF3D7_1331000	Pf3D7_13_v3	Q8IE17	814136	null	PF13_0166	
PF3D7_1331100	Pf3D7_13_v3	C0H5F0	813719	null	MAL13P1.166	
PF3D7_1331200	Pf3D7_13_v3	Q8IE15	814137	null	PF13_0167	
PF3D7_1331300	Pf3D7_13_v3	Q8IE14	813720	SP21	MAL13P1.167	
PF3D7_1331400	Pf3D7_13_v3	Q8IE13	814138	null	PF13_0168	
PF3D7_1331500	Pf3D7_13_v3	Q8IE12	814139	null	PF13_0169	
PF3D7_1331600	Pf3D7_13_v3	C0H5F1	813721	PTPLA	MAL13P1.168	
PF3D7_1331700	Pf3D7_13_v3	Q8IE10	814140	null	PF13_0170	
PF3D7_1331800	Pf3D7_13_v3	Q8IE09	814141	null	PF13_0171	
PF3D7_1331900	Pf3D7_13_v3	null	null	null	PF3D7_13_snoR18, PF3D7_13_snoR18.1	
PF3D7_1332000	Pf3D7_13_v3	Q8IE08	813722	SYN5	MAL13P1.169	
PF3D7_1332100	Pf3D7_13_v3	Q8IE07	814142	null	PF13_0172	
PF3D7_1332200	Pf3D7_13_v3	Q8IE06	814143	null	PF13_0173	
PF3D7_1332300	Pf3D7_13_v3	Q8IE05	814144	TRAPPC2	PF13_0174	
PF3D7_1332400	Pf3D7_13_v3	Q8IE04	813724	null	MAL13P1.170	
PF3D7_1332500	Pf3D7_13_v3	Q8IE03	814145	null	PF13_0175	
PF3D7_1332600	Pf3D7_13_v3	Q8IE02	814146	APN1	PF13_0176	
PF3D7_1332700	Pf3D7_13_v3	Q8IE01	814147	null	PF13_0177	
PF3D7_1332800	Pf3D7_13_v3	Q8IE00	814148	null	PF13_0178	
PF3D7_1332900	Pf3D7_13_v3	Q8IDZ9	814149	null	PF13_0179	
PF3D7_1333000	Pf3D7_13_v3	Q8IDZ8	814150	CPN20	PF13_0180	
PF3D7_1333100	Pf3D7_13_v3	Q8IDZ7	814151	null	PF13_0181	
PF3D7_1333200	Pf3D7_13_v3	Q8IDZ6	814152	UBA1	PF13_0182	
PF3D7_1333300	Pf3D7_13_v3	Q8IDZ5	813725	null	MAL13P1.171	
PF3D7_1333400	Pf3D7_13_v3	C0H5F2	813726	null	MAL13P1.172	
PF3D7_1333500	Pf3D7_13_v3	Q8IDZ3	814153	null	PF13_0183	
PF3D7_1333600	Pf3D7_13_v3	Q8IDZ2	814154	null	PF13_0184	
PF3D7_1333700	Pf3D7_13_v3	Q8IDZ1	814155	CenH3	PF13_0185	
PF3D7_1333800	Pf3D7_13_v3	Q8IDZ0	814156	null	PF13_0186	
PF3D7_1333900	Pf3D7_13_v3	Q8IDY9	814157	null	PF13_0187	
PF3D7_1334000	Pf3D7_13_v3	Q8IDY8	814158	null	PF13_0188	
PF3D7_1334100	Pf3D7_13_v3	Q8IDY7	814159	null	PF13_0189	
PF3D7_1334200	Pf3D7_13_v3	Q8IDY6	814160	null	PF13_0190	
PF3D7_1334300	Pf3D7_13_v3	Q8IDY5	814161	MSRP5	PF13_0191	
PF3D7_1334400	Pf3D7_13_v3	Q8IDY4	813727	MSRP4	MAL13P1.173	
PF3D7_1334500	Pf3D7_13_v3	Q8IDY3	814162	MSRP6	PF13_0192	
PF3D7_1334600	Pf3D7_13_v3	C0H5F3	814163	MSRP3	PF13_0193	
PF3D7_1334700	Pf3D7_13_v3	Q8IDY1	814164	MSRP7	PF13_0194	
PF3D7_1334800	Pf3D7_13_v3	Q8IDY0	813728	MSRP2	MAL13P1.174	
PF3D7_1334900	Pf3D7_13_v3	null	4794215	null	MAL13P1.175, PF13_0195	
PF3D7_1335000	Pf3D7_13_v3	Q8IDX9	814165	MSRP1	PF13_0196	
PF3D7_1335100	Pf3D7_13_v3	Q8IDX8	814166	MSP7	PF13_0197	
PF3D7_1335200	Pf3D7_13_v3	null	null	RH6	PF13_0197a	
PF3D7_1335300	Pf3D7_13_v3	C0H5F4	813730	RH2b	MAL13P1.176	
PF3D7_1335400	Pf3D7_13_v3	Q8IDX6	814167	RH2a	PF13_0198	
PF3D7_1335500	Pf3D7_13_v3	C0H5F5	813731	null	MAL13P1.177	
PF3D7_1335600	Pf3D7_13_v3	Q8IDX4	813732	null	MAL13P1.178	
PF3D7_1335700	Pf3D7_13_v3	Q8IDX3	814168	null	PF13_0199	
PF3D7_1335800	Pf3D7_13_v3	Q8IDX2	814169	null	PF13_0200	
PF3D7_1335900	Pf3D7_13_v3	Q76NM2	814170	TRAP	PF13_0201	
PF3D7_1336000	Pf3D7_13_v3	Q8IDX1	813733	null	MAL13P1.179	
PF3D7_1336100	Pf3D7_13_v3	C0H5F6	814171	null	PF13_0202	
PF3D7_1336200	Pf3D7_13_v3	Q8IDW9	813735	null	MAL13P1.180	
PF3D7_1336300	Pf3D7_13_v3	Q8IDW8	813736	null	MAL13P1.181	
PF3D7_1336400	Pf3D7_13_v3	Q8IDW7	813737	null	MAL13P1.182	
PF3D7_1336500	Pf3D7_13_v3	null	null	null	PF3D7_13_snoR19, PF3D7_13_snoR19.1	
PF3D7_1336600	Pf3D7_13_v3	Q8IDW6	813738	null	MAL13P1.183	
PF3D7_1336700	Pf3D7_13_v3	Q8IDW5	814172	null	PF13_0203	
PF3D7_1336800	Pf3D7_13_v3	Q8IDW4	814173	NUDC	PF13_0204	
PF3D7_1336900	Pf3D7_13_v3	Q8IDW3	814174	WRS	PF13_0205	
PF3D7_1337000	Pf3D7_13_v3	Q8IDW2	813739	null	MAL13P1.184	
PF3D7_1337100	Pf3D7_13_v3	Q8IDW1	813740	PK6	MAL13P1.185, PF13_0206	
PF3D7_1337200	Pf3D7_13_v3	Q8IDW0	813741	DXS	MAL13P1.186, PF13_0207	
PF3D7_1337300	Pf3D7_13_v3	Q8IDV9	814175	null	PF13_0208	
PF3D7_1337400	Pf3D7_13_v3	Q8IDV8	814176	null	PF13_0209	
PF3D7_1337500	Pf3D7_13_v3	C0H5F7	814177	null	PF13_0210	
PF3D7_1337600	Pf3D7_13_v3	null	9222014	null	MAL13_tRNA_Ser1, MAL13_tRNA_Ser1:tRNA	
PF3D7_1337700	Pf3D7_13_v3	Q8IDV6	813742	null	MAL13P1.188	
PF3D7_1337800	Pf3D7_13_v3	Q8IDV5	814178	CDPK5	PF13_0211	
PF3D7_1337900	Pf3D7_13_v3	Q8IDV4	814179	null	PF13_0212	
PF3D7_1338000	Pf3D7_13_v3	C0H5F8	813743	null	MAL13P1.189	
PF3D7_1338100	Pf3D7_13_v3	Q8IDV2	813745	RPN3	MAL13P1.190	
PF3D7_1338200	Pf3D7_13_v3	Q8IDV1	814180	null	PF13_0213	
PF3D7_1338300	Pf3D7_13_v3	Q8IDV0	814181	null	PF13_0214	
PF3D7_1338400	Pf3D7_13_v3	Q8IDU9	813746	null	MAL13P1.191	
PF3D7_1338500	Pf3D7_13_v3	Q8IDU8	813747	null	MAL13P1.192	
PF3D7_1338600	Pf3D7_13_v3	C0H5F9	813748	null	MAL13P1.193	
PF3D7_1338700	Pf3D7_13_v3	Q8IDU6	813749	null	MAL13P1.194	
PF3D7_1338800	Pf3D7_13_v3	C0H5G0	813750	null	MAL13P1.195	
PF3D7_1338900	Pf3D7_13_v3	Q8IDU4	813751	null	MAL13P1.196	
PF3D7_1339000	Pf3D7_13_v3	Q8IDU3	813752	null	MAL13P1.197	
PF3D7_1339100	Pf3D7_13_v3	null	9221978	null	MAL13_tRNA_Met1, MAL13_tRNA_Met1:tRNA	
PF3D7_1339200	Pf3D7_13_v3	null	9222009	null	MAL13_tRNA_Pro1, MAL13_tRNA_Pro1:tRNA	
PF3D7_1339300	Pf3D7_13_v3	Q8IDU2	814182	null	PF13_0215	
PF3D7_1339400	Pf3D7_13_v3	Q8IDU1	814183	null	PF13_0216	
PF3D7_1339500	Pf3D7_13_v3	Q8IDU0	813758	null	MAL13P1.200	
PF3D7_1339600	Pf3D7_13_v3	Q8IDT9	813759	null	MAL13P1.201	
PF3D7_1339700	Pf3D7_13_v3	Q8IDT8	813760	null	MAL13P1.202	
PF3D7_1339800	Pf3D7_13_v3	Q8IDT7	814184	null	PF13_0217	
PF3D7_1339900	Pf3D7_13_v3	Q8IDT6	814185	MDR5	PF13_0218	
PF3D7_1340000	Pf3D7_13_v3	Q8IDT5	813761	PSOP7	MAL13P1.203	
PF3D7_1340100	Pf3D7_13_v3	Q8IDT4	813762	RRP42	MAL13P1.204	
PF3D7_1340200	Pf3D7_13_v3	C0H5G1	9221979	null	PF13_0218a	
PF3D7_1340300	Pf3D7_13_v3	Q8IDT3	814186	null	PF13_0219	
PF3D7_1340400	Pf3D7_13_v3	Q8IDT2	814187	null	PF13_0220	
PF3D7_1340500	Pf3D7_13_v3	Q8IDT1	814188	null	PF13_0221	
PF3D7_1340600	Pf3D7_13_v3	Q8IDT0	814189	DBR1	PF13_0222	
PF3D7_1340700	Pf3D7_13_v3	C0H5G2	813763	RAB11b	MAL13P1.205, MAL13P1.375	
PF3D7_1340800	Pf3D7_13_v3	Q8IDS8	814190	MPC1	PF13_0223	
PF3D7_1340900	Pf3D7_13_v3	Q8IDS7	813764	PiT	MAL13P1.206	
PF3D7_1341000	Pf3D7_13_v3	null	9221980	null	MAL13_tRNA_Arg1, MAL13_tRNA_Arg1:tRNA	
PF3D7_1341100	Pf3D7_13_v3	null	9222004	null	MAL13_U6_snRNA, MAL13_U6_snRNA:snRNA	
PF3D7_1341200	Pf3D7_13_v3	Q8IDS6	814191	null	PF13_0224	
PF3D7_1341300	Pf3D7_13_v3	C0H5G3	813765	null	MAL13P1.209	
PF3D7_1341400	Pf3D7_13_v3	null	null	null	PF3D7_13_snoR20, PF3D7_13_snoR20.1	
PF3D7_1341500	Pf3D7_13_v3	Q8IDS4	814192	null	PF13_0225	
PF3D7_1341600	Pf3D7_13_v3	Q8IDS3	813767	GPI10	MAL13P1.210	
PF3D7_1341700	Pf3D7_13_v3	C0H5G4	813768	null	MAL13P1.211	
PF3D7_1341800	Pf3D7_13_v3	Q8IDS1	814193	null	PF13_0226	
PF3D7_1341900	Pf3D7_13_v3	Q8IDS0	814194	null	PF13_0227	
PF3D7_1342000	Pf3D7_13_v3	Q8IDR9	814195	null	PF13_0228	
PF3D7_1342100	Pf3D7_13_v3	Q8IDR8	814196	null	PF13_0229	
PF3D7_1342200	Pf3D7_13_v3	Q8IDR7	814197	null	PF13_0230	
PF3D7_1342300	Pf3D7_13_v3	Q8IDR6	814198	null	PF13_0231	
PF3D7_1342400	Pf3D7_13_v3	Q8IDR5	814199	CK2beta2	PF13_0232	
PF3D7_1342500	Pf3D7_13_v3	Q8IDR4	813769	SPECT	MAL13P1.212	
PF3D7_1342600	Pf3D7_13_v3	Q8IDR3	814200	MyoA	PF13_0233	
PF3D7_1342700	Pf3D7_13_v3	Q8IDR2	813770	null	MAL13P1.213	
PF3D7_1342800	Pf3D7_13_v3	Q8IDR1	814201	PEPCK	PF13_0234	
PF3D7_1342900	Pf3D7_13_v3	C0H5G5	814202	ApiAP2	PF13_0235	
PF3D7_1343000	Pf3D7_13_v3	Q8IDQ9	813771	PMT	MAL13P1.214	
PF3D7_1343100	Pf3D7_13_v3	Q8IDQ8	813772	null	MAL13P1.215	
PF3D7_1343200	Pf3D7_13_v3	Q8IDQ7	814203	null	PF13_0236	
PF3D7_1343300	Pf3D7_13_v3	Q8IDQ6	814204	null	PF13_0237	
PF3D7_1343400	Pf3D7_13_v3	Q8IDQ5	813773	RAD5	MAL13P1.216	
PF3D7_1343500	Pf3D7_13_v3	Q8IDQ4	813774	null	MAL13P1.217	
PF3D7_1343600	Pf3D7_13_v3	Q8IDQ3	813775	null	MAL13P1.218	
PF3D7_1343700	Pf3D7_13_v3	Q8IDQ2	814205	K13	PF13_0238	
PF3D7_1343800	Pf3D7_13_v3	C0H5G6	9222015	null	MAL13P1.380	
PF3D7_1343900	Pf3D7_13_v3	C0H5G7	9221985	PRPF4	MAL13P1.385	
PF3D7_1344000	Pf3D7_13_v3	C0H5G8	9221986	null	MAL13P1.390	
PF3D7_1344100	Pf3D7_13_v3	C0H5G9	9221987	null	MAL13P1.395	
PF3D7_1344200	Pf3D7_13_v3	C0H5H0	9221988	HSP110	MAL13P1.540	
PF3D7_1344300	Pf3D7_13_v3	C0H5H1	9222003	null	MAL13P1.405	
PF3D7_1344400	Pf3D7_13_v3	null	null	null	MAL13P1.219a	
PF3D7_1344500	Pf3D7_13_v3	Q8IDQ1	813776	null	MAL13P1.219	
PF3D7_1344600	Pf3D7_13_v3	Q8IDQ0	813778	LipA	MAL13P1.220	
PF3D7_1344700	Pf3D7_13_v3	Q8IDP9	814206	null	PF13_0239	
PF3D7_1344800	Pf3D7_13_v3	Q8IDP8	813779	ATCase	MAL13P1.221, PF13_0240	
PF3D7_1344900	Pf3D7_13_v3	Q8IDP7	813780	null	MAL13P1.222	
PF3D7_1345000	Pf3D7_13_v3	C0H5H2	813782	null	MAL13P1.223, MAL13P1.224	
PF3D7_1345100	Pf3D7_13_v3	Q8IDP4	813783	TRX2	MAL13P1.225	
PF3D7_1345200	Pf3D7_13_v3	Q8IDP3	814207	ROM6	PF13_0241	
PF3D7_1345300	Pf3D7_13_v3	C0H5H3	9222031	null	PF13_0241a	
PF3D7_1345400	Pf3D7_13_v3	C0H5H4	813784	null	MAL13P1.226	
PF3D7_1345500	Pf3D7_13_v3	Q8IDP1	813785	UBC	MAL13P1.227	
PF3D7_1345600	Pf3D7_13_v3	Q8IDP0	813786	null	MAL13P1.228	
PF3D7_1345700	Pf3D7_13_v3	Q8I6T2	814208	IDH	PF13_0242	
PF3D7_1345800	Pf3D7_13_v3	Q8IDN9	814209	null	PF13_0243	
PF3D7_1345900	Pf3D7_13_v3	C0H5H5	813787	null	MAL13P1.229	
PF3D7_1346000	Pf3D7_13_v3	Q8IDN7	813789	null	MAL13P1.230	
PF3D7_1346100	Pf3D7_13_v3	Q8IDN6	813790	SEC61	MAL13P1.231, PF13_0244	
PF3D7_1346200	Pf3D7_13_v3	Q8IDN5	813791	null	MAL13P1.232	
PF3D7_1346300	Pf3D7_13_v3	Q8IDN4	813792	ALBA2	MAL13P1.233	
PF3D7_1346400	Pf3D7_13_v3	C0H5H6	813793	null	MAL13P1.234	
PF3D7_1346500	Pf3D7_13_v3	Q8IDN2	814210	null	PF13_0245	
PF3D7_1346600	Pf3D7_13_v3	Q8IDN1	814211	null	PF13_0246	
PF3D7_1346700	Pf3D7_13_v3	Q8I6T1	814212	P48/45	PF13_0247	
PF3D7_1346800	Pf3D7_13_v3	Q8IDN0	814213	P47	PF13_0248	
PF3D7_1346900	Pf3D7_13_v3	Q8IDM9	814214	null	PF13_0249	
PF3D7_1347000	Pf3D7_13_v3	Q8IDM8	814215	null	PF13_0250	
PF3D7_1347100	Pf3D7_13_v3	Q8IDM7	814216	TOP3	PF13_0251	
PF3D7_1347200	Pf3D7_13_v3	Q8IDM6	814217	NT1	PF13_0252	
PF3D7_1347300	Pf3D7_13_v3	Q8IDM5	813794	null	MAL13P1.235	
PF3D7_1347400	Pf3D7_13_v3	Q8IDM4	813795	null	MAL13P1.236	
PF3D7_1347500	Pf3D7_13_v3	Q8IDM3	813796	ALBA4	MAL13P1.237	
PF3D7_1347600	Pf3D7_13_v3	C0H5H7	9221981	null	MAL13P1.237a	
PF3D7_1347700	Pf3D7_13_v3	Q8IDM2	814218	ECT	PF13_0253	
PF3D7_1347800	Pf3D7_13_v3	Q8IDM1	813797	LRR4.1	MAL13P1.238	
PF3D7_1347900	Pf3D7_13_v3	Q8IDM0	813798	null	MAL13P1.239	
PF3D7_1348000	Pf3D7_13_v3	Q8IDL9	813800	null	MAL13P1.240	
PF3D7_1348100	Pf3D7_13_v3	Q8IDL8	813801	null	MAL13P1.241	
PF3D7_1348200	Pf3D7_13_v3	Q8IDL7	813802	null	MAL13P1.242	
PF3D7_1348300	Pf3D7_13_v3	Q8IDL6	813803	null	MAL13P1.243	
PF3D7_1348400	Pf3D7_13_v3	Q8IDL5	814219	null	PF13_0254	
PF3D7_1348500	Pf3D7_13_v3	Q8IDL4	813804	null	MAL13P1.244	
PF3D7_1348600	Pf3D7_13_v3	Q8IDL3	814220	null	PF13_0255	
PF3D7_1348700	Pf3D7_13_v3	Q8IDL2	813805	null	MAL13P1.245	
PF3D7_1348800	Pf3D7_13_v3	Q8IDL1	813806	null	MAL13P1.246	
PF3D7_1348900	Pf3D7_13_v3	Q8IDL0	814221	null	PF13_0256	
PF3D7_1349000	Pf3D7_13_v3	C0H5H8	813807	null	MAL13P1.247	
PF3D7_1349100	Pf3D7_13_v3	Q8IDK8	813808	null	MAL13P1.248	
PF3D7_1349200	Pf3D7_13_v3	Q8IDK7	814222	null	PF13_0257	
PF3D7_1349300	Pf3D7_13_v3	Q8IDK6	814223	TKL3	PF13_0258	
PF3D7_1349400	Pf3D7_13_v3	Q8IDK5	814224	null	PF13_0259	
PF3D7_1349500	Pf3D7_13_v3	Q8IDK4	813809	null	MAL13P1.249	
PF3D7_1349600	Pf3D7_13_v3	Q8IDK3	813811	null	MAL13P1.250	
PF3D7_1349700	Pf3D7_13_v3	Q8IDK2	814225	null	PF13_0260	
PF3D7_1349800	Pf3D7_13_v3	Q8IDK1	814226	null	PF13_0261	
PF3D7_1349900	Pf3D7_13_v3	Q8IDK0	813812	null	MAL13P1.251	
PF3D7_1350000	Pf3D7_13_v3	Q8IDJ9	813813	null	MAL13P1.252	
PF3D7_1350100	Pf3D7_13_v3	Q8IDJ8	814227	KRS1	PF13_0262	
PF3D7_1350200	Pf3D7_13_v3	Q8IDJ7	813814	SNRPE	MAL13P1.253	
PF3D7_1350300	Pf3D7_13_v3	Q8IDJ6	814228	null	PF13_0263	
PF3D7_1350400	Pf3D7_13_v3	C0H5H9	814229	null	PF13_0264	
PF3D7_1350500	Pf3D7_13_v3	Q8IDJ4	814230	null	PF13_0265	
PF3D7_1350600	Pf3D7_13_v3	Q8IDJ3	813815	null	MAL13P1.254	
PF3D7_1350700	Pf3D7_13_v3	C0H5I0	813816	null	MAL13P1.255	
PF3D7_1350800	Pf3D7_13_v3	Q8IDJ1	814231	null	PF13_0266	
PF3D7_1350900	Pf3D7_13_v3	Q8IDJ0	814232	ApiAP2	PF13_0267	
PF3D7_1351000	Pf3D7_13_v3	Q8IDI9	813817	null	MAL13P1.256	
PF3D7_1351100	Pf3D7_13_v3	Q8IDI8	813818	null	MAL13P1.257	
PF3D7_1351200	Pf3D7_13_v3	Q8IDI7	813819	null	MAL13P1.258	
PF3D7_1351300	Pf3D7_13_v3	Q8IDI6	813820	null	MAL13P1.259	
PF3D7_1351400	Pf3D7_13_v3	Q8IDI5	814233	null	PF13_0268	
PF3D7_1351500	Pf3D7_13_v3	null	null	null	PF3D7_13_snoR21, PF3D7_13_snoR21.1	
PF3D7_1351600	Pf3D7_13_v3	Q8IDI4	814234	GK	PF13_0269	
PF3D7_1351700	Pf3D7_13_v3	Q8IDI3	813822	IMC1f	MAL13P1.260	
PF3D7_1351800.1	Pf3D7_13_v3	null	null	null	PF13_0270	
PF3D7_1351800.2	Pf3D7_13_v3	Q8IDI2	814235	null	PF13_0270	
PF3D7_1351900	Pf3D7_13_v3	C0H5I1	813823	null	MAL13P1.261	
PF3D7_1352000	Pf3D7_13_v3	Q8IDI0	813824	null	MAL13P1.262	
PF3D7_1352100	Pf3D7_13_v3	Q8IDH9	814236	null	PF13_0271	
